state,geoid,ansi_code,county_name,population_per_square_mile
MI,26143,1623014,Roscommon County,47.05024286
MI,26145,1623015,Saginaw County,250.1756
MI,26147,1625033,St. Clair County,226.0770692
MI,26149,1625034,St. Joseph County,122.4452697
MI,26151,1623016,Sanilac County,44.79069487
MI,26153,1623017,Schoolcraft County,7.243729073
MI,26155,1623018,Shiawassee County,133.1303188
MI,26157,1623019,Tuscola County,69.39002175
MI,26159,1623020,Van Buren County,125.5329446
MI,26161,1623021,Washtenaw County,488.3967335
MI,26163,1623022,Wayne County,2974.421644
MI,26165,1623023,Wexford County,57.93784801
MN,27001,663198,Aitkin County,8.894070967
MN,27003,659447,Anoka County,782.118626
MN,27005,659448,Becker County,24.71405555
MN,27007,659449,Beltrami County,17.74174232
MN,27009,659450,Benton County,94.17317126
MN,27011,659451,Big Stone County,10.55865272
MN,27013,659452,Blue Earth County,85.59672873
MN,27015,659453,Brown County,42.37182739
MN,27017,659454,Carlton County,41.08054392
MN,27019,659455,Carver County,256.9448952
MN,27021,659456,Cass County,14.13129186
MN,27023,659457,Chippewa County,21.40858546
MN,27025,659458,Chisago County,129.8913856
MN,27027,659459,Clay County,56.43860619
MN,27029,659460,Clearwater County,8.70422648
MN,27031,659461,Cook County,3.564058372
MN,27033,659462,Cottonwood County,18.3006843
MN,27035,659463,Crow Wing County,62.55661374
MN,27037,659464,Dakota County,708.9553301
MN,27039,659465,Dodge County,45.72751528
MN,27041,659466,Douglas County,56.50243214
MN,27043,659467,Faribault County,20.42595119
MN,27045,659468,Fillmore County,24.22616974
MN,27047,659469,Freeborn County,44.20248145
MN,27049,659470,Goodhue County,61.02098468
MN,27051,659471,Grant County,10.97854641
MN,27053,659472,Hennepin County,2081.726401
MN,27055,659473,Houston County,34.46558151
MN,27057,659474,Hubbard County,22.06822049
MN,27059,659475,Isanti County,86.77494412
MN,27061,659476,Itasca County,16.89006576
MN,27063,659477,Jackson County,14.60350336
MN,27065,659478,Kanabec County,31.1338878
MN,27067,659479,Kandiyohi County,53.01179114
MN,27069,659480,Kittson County,4.142686048
MN,27071,659481,Koochiching County,4.288240922
MN,27073,659482,Lac qui Parle County,9.488628417
MN,27075,659484,Lake County,5.151491591
MN,27077,659483,Lake of the Woods County,3.116647366
MN,27079,659485,Le Sueur County,61.73232908
MN,27081,659486,Lincoln County,10.98448646
MN,27083,659487,Lyon County,36.18595525
MN,27085,659491,McLeod County,74.57408474
MN,27087,659488,Mahnomen County,9.702838255
MN,27089,659489,Marshall County,5.317542765
MN,27091,659490,Martin County,29.25540502
MN,27093,659492,Meeker County,38.31115233
MN,27095,659493,Mille Lacs County,45.59941291
MN,27097,659494,Morrison County,29.50770713
MN,27099,659495,Mower County,55.05609922
MN,27101,659496,Murray County,12.38111996
MN,27103,659497,Nicollet County,72.97087586
MN,27105,659498,Nobles County,29.89486873
MN,27107,659499,Norman County,7.850694727
MN,27109,659500,Olmsted County,220.7824608
MN,27111,659501,Otter Tail County,29.05731445
MN,27113,659502,Pennington County,22.59273075
MN,27115,659503,Pine County,21.08001975
MN,27117,659504,Pipestone County,20.63411855
MN,27119,659505,Polk County,16.03142972
MN,27121,659506,Pope County,16.41748032
MN,27123,659507,Ramsey County,3341.65506
MN,27125,659508,Red Lake County,9.456368653
MN,27127,659509,Redwood County,18.2785247
MN,27129,659510,Renville County,16.00356494
MN,27131,659511,Rice County,129.4009893
MN,27133,659512,Rock County,20.07855655
MN,27135,659513,Roseau County,9.349713628
MN,27137,662850,St. Louis County,32.04948746
MN,27139,659514,Scott County,364.4789551
MN,27141,659515,Sherburne County,204.4248667
MN,27143,659516,Sibley County,25.86029733
MN,27145,659517,Stearns County,112.1571728
MN,27147,659518,Steele County,85.13074748
MN,27149,659519,Stevens County,17.25679733
MN,27151,659520,Swift County,13.18316145
MN,27153,659521,Todd County,26.34441714
MN,27155,659522,Traverse County,6.199664751
MN,27157,659523,Wabasha County,41.44693316
MN,27159,659524,Wadena County,25.81358574
MN,27161,659525,Waseca County,45.20072941
MN,27163,659526,Washington County,619.6907479
MN,27165,659527,Watonwan County,25.77555426
MN,27167,659528,Wilkin County,8.75682629
MN,27169,659529,Winona County,82.17902735
MN,27171,659530,Wright County,188.5232147
MN,27173,659531,Yellow Medicine County,13.75047589
MS,28001,695726,Adams County,69.84539594
MS,28003,711755,Alcorn County,92.6336998
MS,28005,695727,Amite County,17.98520751
MS,28007,695728,Attala County,26.61833895
MS,28009,695729,Benton County,21.46742873
MS,28011,695730,Bolivar County,38.95283108
MS,28013,695731,Calhoun County,25.50748159
MS,28015,695732,Carroll County,16.867677
MS,28017,695733,Chickasaw County,34.66067731
MS,28019,695734,Choctaw County,20.43871375
MS,28021,695735,Claiborne County,19.70431222
MS,28023,695736,Clarke County,24.1947845
MS,28025,695737,Clay County,50.31737942
MS,28027,695738,Coahoma County,47.33709602
MS,28029,695739,Copiah County,37.88900268
MS,28031,695740,Covington County,47.28945944
MS,28033,695741,DeSoto County,338.6615422
MS,28035,695742,Forrest County,160.6942961
MS,28037,695743,Franklin County,14.39925928
MS,28039,695744,George County,47.16445098
MS,28041,695745,Greene County,20.20329566
MS,28043,695746,Grenada County,51.89679394
MS,28045,711756,Hancock County,92.72651283
MS,28047,695747,Harrison County,325.9703063
MS,28049,695748,Hinds County,282.0207395
MS,28051,695749,Holmes County,25.37072204
MS,28053,695750,Humphreys County,22.40191545
MS,28055,695751,Issaquena County,3.403987459
MS,28057,695752,Itawamba County,43.92186746
MS,28059,695753,Jackson County,193.2441744
MS,28061,695754,Jasper County,25.2305754
MS,28063,695755,Jefferson County,14.85960691
MS,28065,695756,Jefferson Davis County,30.57219734
MS,28067,695757,Jones County,97.52660857
MS,28069,695758,Kemper County,13.64688808
MS,28071,695759,Lafayette County,74.95710043
MS,28073,695760,Lamar County,111.9755359
MS,28075,695761,Lauderdale County,114.0664038
MS,28077,695762,Lawrence County,30.02080489
MS,28079,695763,Leake County,40.83190395
MS,28081,695764,Lee County,184.2645088
MS,28083,695765,Leflore County,54.53986995
MS,28085,695766,Lincoln County,59.49173797
MS,28087,695767,Lowndes County,118.2550657
MS,28089,695768,Madison County,133.2431078
MS,28091,695769,Marion County,49.94247618
MS,28093,695770,Marshall County,52.59751938
MS,28095,695771,Monroe County,48.34569347
MS,28097,711757,Montgomery County,26.844005
MS,28099,695772,Neshoba County,52.0502823
MS,28101,695773,Newton County,37.57109447
MS,28103,695774,Noxubee County,16.60821305
MS,28105,695775,Oktibbeha County,104.0394936
MS,28107,695776,Panola County,50.65650433
MS,28109,695777,Pearl River County,68.85750121
MS,28111,695778,Perry County,18.92616786
MS,28113,711758,Pike County,98.78366319
MS,28115,695803,Pontotoc County,60.19220839
MS,28117,695779,Prentiss County,60.90895947
MS,28119,695780,Quitman County,20.30310213
MS,28121,695781,Rankin County,182.6173298
MS,28123,695782,Scott County,46.39641488
MS,28125,695783,Sharkey County,11.3870101
MS,28127,695784,Simpson County,46.68147864
MS,28129,695785,Smith County,25.9189755
MS,28131,695786,Stone County,39.92502553
MS,28133,695787,Sunflower County,42.20685227
MS,28135,695788,Tallahatchie County,23.83121955
MS,28137,695789,Tate County,71.36592392
MS,28139,695790,Tippah County,48.56110001
MS,28141,695791,Tishomingo County,46.18223988
MS,28143,695792,Tunica County,23.70520908
MS,28145,695793,Union County,65.28905336
MS,28147,695794,Walthall County,38.23054681
MS,28149,695795,Warren County,82.87666461
MS,28151,695796,Washington County,70.5589997
MS,28153,695797,Wayne County,25.58988591
MS,28155,695798,Webster County,24.3573906
MS,28157,695799,Wilkinson County,14.56704409
MS,28159,695800,Winston County,31.61491655
MS,28161,695801,Yalobusha County,27.14025462
MS,28163,695802,Yazoo County,30.40802993
MO,29001,765805,Adair County,45.13646523
MO,29003,758456,Andrew County,39.96043476
MO,29005,758457,Atchison County,10.38731815
MO,29007,758458,Audrain County,36.87909453
MO,29009,758459,Barry County,45.73974206
MO,29011,758460,Barton County,20.9521203
MO,29013,758461,Bates County,20.37674692
MO,29015,758462,Benton County,27.06587507
MO,29017,758463,Bollinger County,20.00789764
MO,29019,758464,Boone County,237.2901633
MO,29021,758465,Buchanan County,218.6154348
MO,29023,758466,Butler County,61.60343991
MO,29025,758467,Caldwell County,22.10167615
MO,29027,758468,Callaway County,53.11925231
MO,29029,758469,Camden County,67.08409371
MO,29031,758470,Cape Girardeau County,130.8028036
MO,29033,758471,Carroll County,13.38139791
MO,29035,758472,Carter County,12.34820966
MO,29037,758473,Cass County,142.7566888
MO,29039,758474,Cedar County,29.46786292
MO,29041,758475,Chariton County,10.42491756
MO,29043,758476,Christian County,137.60364
MO,29045,758477,Clark County,14.14526087
MO,29047,758478,Clay County,558.6209848
MO,29049,758479,Clinton County,49.51116585
MO,29051,758480,Cole County,192.9904762
MO,29053,758481,Cooper County,31.1651749
MO,29055,758482,Crawford County,33.25984456
MO,29057,758483,Dade County,16.08736113
MO,29059,758484,Dallas County,31.02428019
MO,29061,758485,Daviess County,14.9723031
MO,29063,758486,DeKalb County,30.59645525
MO,29065,758487,Dent County,20.7986291
MO,29067,758488,Douglas County,16.81841422
MO,29069,758489,Dunklin County,59.05531457
MO,29071,758490,Franklin County,109.9968461
MO,29073,758491,Gasconade County,29.39728043
MO,29075,758492,Gentry County,13.71122986
MO,29077,758493,Greene County,407.4816675
MO,29079,758494,Grundy County,23.57354874
MO,29081,758495,Harrison County,12.3971632
MO,29083,758496,Henry County,31.95651893
MO,29085,758497,Hickory County,24.12231797
MO,29087,758498,Holt County,10.61611047
MO,29089,758499,Howard County,21.86918588
MO,29091,758500,Howell County,43.56978931
MO,29093,758501,Iron County,19.31817562
MO,29095,758502,Jackson County,1115.302533
MO,29097,758503,Jasper County,183.8784501
MO,29099,758504,Jefferson County,333.1150467
MO,29101,758505,Johnson County,63.42233402
MO,29103,758506,Knox County,8.196249685
MO,29105,758507,Laclede County,46.51524682
MO,29107,758508,Lafayette County,53.11783436
MO,29109,758509,Lawrence County,63.15459094
MO,29111,758510,Lewis County,20.21812047
MO,29113,758511,Lincoln County,83.8967307
MO,29115,758512,Linn County,20.73058204
MO,29117,758513,Livingston County,28.54437763
MO,29119,758518,McDonald County,42.78749907
MO,29121,758514,Macon County,19.42770276
MO,29123,758515,Madison County,24.72946459
MO,29125,758516,Maries County,17.41245856
MO,29127,758517,Marion County,65.87186788
MO,29129,758519,Mercer County,8.340035475
MO,29131,758520,Miller County,41.76208034
MO,29133,758521,Mississippi County,34.88482275
MO,29135,758522,Moniteau County,37.60496356
MO,29137,758523,Monroe County,13.64928442
MO,29139,758524,Montgomery County,22.81784327
MO,29141,758525,Morgan County,34.41086557
MO,29143,758526,New Madrid County,28.08962124
MO,29145,758527,Newton County,93.01737453
MO,29147,758528,Nodaway County,26.64875639
MO,29149,758529,Oregon County,13.77697532
MO,29151,758530,Osage County,22.96366651
MO,29153,758531,Ozark County,13.05149724
MO,29155,758532,Pemiscot County,37.14591996
MO,29157,758533,Perry County,39.99333831
MO,29159,758534,Pettis County,61.85816347
MO,29161,758535,Phelps County,67.21803437
MO,29163,758536,Pike County,27.6177663
MO,29165,758537,Platte County,212.5752636
MO,29167,758538,Polk County,48.99429289
MO,29169,758539,Pulaski County,95.54760656
MO,29171,758540,Putnam County,9.624659541
MO,29173,758541,Ralls County,21.64199914
MO,29175,758542,Randolph County,52.65142412
MO,29177,758543,Ray County,41.30413762
MO,29179,758544,Reynolds County,8.282229077
MO,29181,758545,Ripley County,22.3974127
MO,29183,758546,St. Charles County,643.2235674
MO,29185,758547,St. Clair County,14.63469969
MO,29186,765806,Ste. Genevieve County,36.35157958
MO,29187,758548,St. Francois County,144.6357165
MO,29189,758549,St. Louis County,1967.219378
MO,29195,758550,Saline County,30.93299307
MO,29197,758551,Schuyler County,14.41899363
MO,29199,758552,Scotland County,11.09072963
MO,29201,758553,Scott County,93.31412653
MO,29203,758554,Shannon County,8.408878086
MO,29205,758555,Shelby County,12.72401291
MO,29207,758556,Stoddard County,36.40330312
MO,29209,758557,Stone County,69.39592658
MO,29211,758558,Sullivan County,10.36141492
MO,29213,758559,Taney County,81.70787242
MO,29215,758560,Texas County,22.09186369
MO,29217,758561,Vernon County,25.60388578
MO,29219,758562,Warren County,75.85843243
MO,29221,758563,Washington County,33.15511118
MO,29223,758564,Wayne County,17.81009937
MO,29225,758565,Webster County,61.09402898
MO,29227,758566,Worth County,8.142888756
MO,29229,758567,Wright County,27.59724306
MO,29510,767557,St. Louis city,5157.473065
MT,30001,1719627,Beaverhead County,1.668463974
MT,30003,1716521,Big Horn County,2.575337376
MT,30005,1722470,Blaine County,1.53540612
MT,30007,1719625,Broadwater County,4.705917868
MT,30009,1720111,Carbon County,4.919005773
MT,30011,1688746,Carter County,0.347227211
MT,30013,1719622,Cascade County,30.14167443
MT,30015,1719619,Chouteau County,1.463314678
MT,30017,1720109,Custer County,3.092223266
MT,30019,1637566,Daniels County,1.227819831
MT,30021,1715632,Dawson County,3.78014769
MT,30023,1719617,Deer Lodge County,12.62406148
MT,30025,1688745,Fallon County,1.783100893
MT,30027,1719614,Fergus County,2.669706436
MT,30029,1719611,Flathead County,17.87226348
MT,30031,1720053,Gallatin County,34.39250713
MT,30033,1716058,Garfield County,0.257948272
MT,30035,1719607,Glacier County,4.472390441
MT,30037,1723078,Golden Valley County,0.75212151
MT,30039,1719605,Granite County,1.782432131
MT,30041,1720048,Hill County,5.552345587
MT,30043,1720045,Jefferson County,6.886612404
MT,30045,1719602,Judith Basin County,1.108127462
MT,30047,1796943,Lake County,19.29067544
MT,30049,793926,Lewis and Clark County,18.3284627
MT,30051,1720036,Liberty County,1.635612865
MT,30053,1720038,Lincoln County,5.449061091
MT,30055,1716270,McCone County,0.656029952
MT,30057,1720033,Madison County,2.143842314
MT,30059,1719600,Meagher County,0.790580594
MT,30061,1720030,Mineral County,3.463073533
MT,30063,1719596,Missoula County,42.14467052
MT,30065,1719593,Musselshell County,2.429134627
MT,30067,1720027,Park County,5.57818358
MT,30069,1719590,Petroleum County,0.298512694
MT,30071,1720023,Phillips County,0.827426272
MT,30073,1719587,Pondera County,3.791447584
MT,30075,1719584,Powder River County,0.528614641
MT,30077,1720021,Powell County,3.020557155
MT,30079,1715847,Prairie County,0.678859263
MT,30081,1719582,Ravalli County,16.81932692
MT,30083,1715338,Richland County,4.676262617
MT,30085,1669428,Roosevelt County,4.42714073
MT,30087,1716795,Rosebud County,1.842766309
MT,30089,1719578,Sanders County,4.134359998
MT,30091,1677577,Sheridan County,2.01779283
MT,30093,1719575,Silver Bow County,47.60068868
MT,30095,1719572,Stillwater County,5.078118473
MT,30097,1719569,Sweet Grass County,1.967976585
MT,30099,1720018,Teton County,2.672534243
MT,30101,1719566,Toole County,2.779217674
MT,30103,1719563,Treasure County,0.734603508
MT,30105,1678923,Valley County,1.495994879
MT,30107,1719560,Wheatland County,1.523333064
MT,30109,1696629,Wibaux County,1.143641097
MT,30111,1719558,Yellowstone County,56.19273807
NE,31001,835823,Adams County,55.68180204
NE,31003,835824,Antelope County,7.798483
NE,31005,835825,Arthur County,0.643037373
NE,31007,835826,Banner County,0.924791654
NE,31009,835827,Blaine County,0.672411707
NE,31011,835828,Boone County,8.018305916
NE,31013,835991,Box Butte County,10.51620349
NE,31015,835829,Boyd County,3.887468978
NE,31017,835830,Brown County,2.575055288
NE,31019,835831,Buffalo County,47.62052325
NE,31021,835832,Burt County,13.95090534
NE,31023,835833,Butler County,14.35270906
NE,31025,835834,Cass County,45.27972216
NE,31027,835835,Cedar County,11.95712078
NE,31029,835836,Chase County,4.434163407
NE,31031,835837,Cherry County,0.958489181
NE,31033,835838,Cheyenne County,8.357526246
NE,31035,835839,Clay County,11.43128734
NE,31037,835840,Colfax County,25.54292377
NE,31039,835841,Cuming County,16.01594058
NE,31041,835842,Custer County,4.247294335
NE,31043,835843,Dakota County,79.49140035
NE,31045,835844,Dawes County,6.575178451
NE,31047,835845,Dawson County,24.01154481
NE,31049,835846,Deuel County,4.412857991
NE,31051,835847,Dixon County,12.59890138
NE,31053,835848,Dodge County,69.39773712
NE,31055,835849,Douglas County,1574.370918
NE,31057,835850,Dundy County,2.183372876
NE,31059,835851,Fillmore County,10.23687325
NE,31061,835852,Franklin County,5.600747461
NE,31063,835853,Frontier County,2.827850013
NE,31065,835854,Furnas County,6.895813286
NE,31067,835855,Gage County,26.20227342
NE,31069,835856,Garden County,1.206959173
NE,31071,835857,Garfield County,3.596061707
NE,31073,835858,Gosper County,4.461372243
NE,31075,835859,Grant County,0.791008781
NE,31077,835860,Greeley County,4.454108468
NE,31079,835861,Hall County,107.282043
NE,31081,835862,Hamilton County,16.80672269
NE,31083,835863,Harlan County,6.18466175
NE,31085,835864,Hayes County,1.35612331
NE,31087,835865,Hitchcock County,4.09610349
NE,31089,835866,Holt County,4.325569692
NE,31091,835867,Hooker County,1.020633153
NE,31093,835868,Howard County,11.01983535
NE,31095,835869,Jefferson County,13.23605496
NE,31097,835870,Johnson County,13.87311827
NE,31099,835871,Kearney County,12.56963761
NE,31101,835872,Keith County,7.882441598
NE,31103,835873,Keya Paha County,1.065877434
NE,31105,835874,Kimball County,4.014304835
NE,31107,835875,Knox County,7.850408265
NE,31109,835876,Lancaster County,340.7649472
NE,31111,835877,Lincoln County,14.15251078
NE,31113,835878,Logan County,1.33704833
NE,31115,835879,Loup County,1.112108255
NE,31117,835881,McPherson County,0.627491339
NE,31119,835880,Madison County,60.89293104
NE,31121,835882,Merrick County,16.17922748
NE,31123,835883,Morrill County,3.541133191
NE,31125,835884,Nance County,8.457248439
NE,31127,835885,Nemaha County,17.79165501
NE,31129,835886,Nuckolls County,7.823977884
NE,31131,835887,Otoe County,25.56726351
NE,31133,835888,Pawnee County,6.432755321
NE,31135,835889,Perkins County,3.362257807
NE,31137,835890,Phelps County,17.02143426
NE,31139,835891,Pierce County,12.67512024
NE,31141,835892,Platte County,47.82519038
NE,31143,835893,Polk County,12.3327516
NE,31145,835894,Red Willow County,15.41873261
NE,31147,835895,Richardson County,15.154755
NE,31149,835896,Rock County,1.513411444
NE,31151,835897,Saline County,24.73790021
NE,31153,835898,Sarpy County,664.6303193
NE,31155,835899,Saunders County,27.69802488
NE,31157,835900,Scotts Bluff County,49.99993238
NE,31159,835901,Seward County,29.31252931
NE,31161,835902,Sheridan County,2.240601886
NE,31163,835903,Sherman County,5.570597425
NE,31165,835904,Sioux County,0.63433233
NE,31167,835905,Stanton County,14.32180003
NE,31169,835906,Thayer County,9.111077418
NE,31171,835907,Thomas County,0.907133123
NE,31173,835908,Thurston County,17.6328306
NE,31175,835909,Valley County,7.499366251
NE,31177,835910,Washington County,51.88763918
NE,31179,835911,Wayne County,21.66329883
NE,31181,835912,Webster County,6.630568451
NE,31183,835913,Wheeler County,1.422158552
NE,31185,835914,York County,23.86857871
NV,32001,858638,Churchill County,5.045575888
NV,32003,863600,Clark County,247.2642794
NV,32005,858643,Douglas County,66.21916561
NV,32007,857664,Elko County,2.843242398
NV,32009,858641,Esmeralda County,0.218600532
NV,32011,858640,Eureka County,0.475850184
NV,32013,863310,Humboldt County,1.714388196
NV,32015,863368,Lander County,1.05189245
NV,32017,863992,Lincoln County,0.502670785
NV,32019,858645,Lyon County,25.97458408
NV,32021,858644,Mineral County,1.271568975
NV,32023,863599,Nye County,2.417015933
NV,32027,858646,Pershing County,1.118682933
NV,32029,858642,Storey County,15.25178762
NV,32031,858608,Washoe County,66.86488852
NV,32033,858615,White Pine County,1.130058335
NV,32510,863219,Carson City,382.0906665
NH,33001,873174,Belknap County,150.1329229
NH,33003,873175,Carroll County,51.3586113
NH,33005,873176,Cheshire County,109.1288597
NH,33007,873177,Coos County,18.41827396
NH,33009,873178,Grafton County,52.1539442
NH,33011,873179,Hillsborough County,457.3714901
NH,33013,873180,Merrimack County,156.773891
NH,33015,873181,Rockingham County,424.9524988
NH,33017,873182,Strafford County,333.7434786
NH,33019,873183,Sullivan County,81.4087878
NJ,34001,882270,Atlantic County,494.0561882
NJ,34003,882271,Bergen County,3884.467982
NJ,34005,882272,Burlington County,561.9177135
NJ,34007,882273,Camden County,2321.477156
NJ,34009,882274,Cape May County,386.8549269
NJ,34011,882275,Cumberland County,324.3684658
NJ,34013,882276,Essex County,6211.525053
NJ,34015,882277,Gloucester County,895.2904458
NJ,34017,882278,Hudson County,13731.37624
NJ,34019,882228,Hunterdon County,300.0077135
NJ,34021,882229,Mercer County,1632.160209
NJ,34023,882230,Middlesex County,2621.629321
NJ,34025,882910,Monmouth County,1344.687314
NJ,34027,882231,Morris County,1069.753595
NJ,34029,882279,Ocean County,916.959959
NJ,34031,882232,Passaic County,2715.303397
NJ,34033,882233,Salem County,199.1057521
NJ,34035,882234,Somerset County,1071.670206
NJ,34037,882236,Sussex County,287.5933983
NJ,34039,882235,Union County,5216.071168
NJ,34041,882237,Warren County,304.5293317
NM,35001,1702363,Bernalillo County,570.7684515
NM,35003,929108,Catron County,0.538007912
NM,35005,1702364,Chaves County,10.82308716
NM,35006,933051,Cibola County,5.994739486
NM,35007,929117,Colfax County,3.65880268
NM,35009,933053,Curry County,34.43629222
NM,35011,933054,De Baca County,0.870567458
NM,35013,929109,Do±a Ana County,54.95269744
NM,35015,936829,Eddy County,12.89093202
NM,35017,915980,Grant County,7.44997318
NM,35019,929111,Guadalupe County,1.546618657
NM,35021,933055,Harding County,0.326990809
NM,35023,929106,Hidalgo County,1.423973795
NM,35025,1702365,Lea County,14.74106181
NM,35027,929116,Lincoln County,4.242726953
NM,35028,1702366,Los Alamos County,164.4269788
NM,35029,933057,Luna County,8.463207055
NM,35031,929107,McKinley County,13.11825791
NM,35033,1702367,Mora County,2.527347233
NM,35035,929104,Otero County,9.646905156
NM,35037,929110,Quay County,3.145407882
NM,35039,1702368,Rio Arriba County,6.866937265
NM,35041,1702369,Roosevelt County,8.108910936
NM,35043,929113,Sandoval County,35.4549742
NM,35045,936844,San Juan County,23.58832207
NM,35047,929114,San Miguel County,6.232848957
NM,35049,933322,Santa Fe County,75.50484075
NM,35051,1702370,Sierra County,2.868659062
NM,35053,1702371,Socorro County,2.687958904
NM,35055,933056,Taos County,14.95022945
NM,35057,929112,Torrance County,4.897984809
NM,35059,929115,Union County,1.189671694
NM,35061,933052,Valencia County,71.81654044
NY,36001,974099,Albany County,581.8700699
NY,36003,974100,Allegany County,47.55233613
NY,36005,974101,Bronx County,32903.55378
NY,36007,974102,Broome County,284.2301839
NY,36009,974103,Cattaraugus County,61.3880078
NY,36011,974104,Cayuga County,115.7144055
NY,36013,974105,Chautauqua County,127.241739
NY,36015,974106,Chemung County,218.0669298
NY,36017,974107,Chenango County,56.49052989
NY,36019,974108,Clinton County,79.13267017
NY,36021,974109,Columbia County,99.40996211
NY,36023,974110,Cortland County,98.91731494
NY,36025,974111,Delaware County,33.263082
NY,36027,974112,Dutchess County,373.9024421
NY,36029,974113,Erie County,881.4099644
NY,36031,974114,Essex County,21.94258478
NY,36033,974115,Franklin County,31.67294716
NY,36035,974116,Fulton County,112.0776476
NY,36037,974117,Genesee County,121.8799195
NY,36039,974118,Greene County,76.05680812
NY,36041,974119,Hamilton County,2.815928747
NY,36043,974120,Herkimer County,45.7105004
NY,36045,974121,Jefferson County,91.62061817
NY,36047,974122,Kings County,35369.12562
NY,36049,974123,Lewis County,21.2500559
NY,36051,974124,Livingston County,103.5087525
NY,36053,974125,Madison County,112.1522444
NY,36055,974126,Monroe County,1132.590288
NY,36057,974127,Montgomery County,124.5996085
NY,36059,974128,Nassau County,4704.800573
NY,36061,974129,New York County,69467.47558
NY,36063,974130,Niagara County,414.4065671
NY,36065,974131,Oneida County,193.7251583
NY,36067,974132,Onondaga County,599.9897224
NY,36069,974133,Ontario County,167.5778066
NY,36071,974134,Orange County,459.3069241
NY,36073,974135,Orleans County,109.6025906
NY,36075,974136,Oswego County,128.3129302
NY,36077,974137,Otsego County,62.15333932
NY,36079,974138,Putnam County,432.9344541
NY,36081,974139,Queens County,20553.58788
NY,36083,974140,Rensselaer County,244.3614727
NY,36085,974141,Richmond County,8030.323796
NY,36087,974142,Rockland County,1795.949294
NY,36089,977309,St. Lawrence County,41.7642742
NY,36091,974143,Saratoga County,271.1251086
NY,36093,974144,Schenectady County,756.5520546
NY,36095,974145,Schoharie County,52.66645117
NY,36097,974146,Schuyler County,55.86706179
NY,36099,974147,Seneca County,108.8985342
NY,36101,974148,Steuben County,71.18719882
NY,36103,974149,Suffolk County,1637.353613
NY,36105,974150,Sullivan County,80.09961452
NY,36107,974151,Tioga County,98.58234253
NY,36109,974152,Tompkins County,213.9770652
NY,36111,974153,Ulster County,162.3263819
NY,36113,974154,Warren County,75.79081656
NY,36115,974155,Washington County,76.05536199
NY,36117,974156,Wayne County,155.2963933
NY,36119,974157,Westchester County,2204.691322
NY,36121,974158,Wyoming County,71.11815179
NY,36123,974159,Yates County,74.96236799
NC,37001,1008531,Alamance County,356.488962
NC,37003,1008532,Alexander County,143.0725324
NC,37005,1008533,Alleghany County,47.45617058
NC,37007,1008534,Anson County,50.70636671
NC,37009,1008535,Ashe County,64.0196182
NC,37011,1008536,Avery County,72.02726165
NC,37013,1026333,Beaufort County,57.73629339
NC,37015,1026334,Bertie County,30.43459608
NC,37017,1026336,Bladen County,40.24805336
NC,37019,1026340,Brunswick County,126.8411154
NC,37021,1008538,Buncombe County,362.9178646
NC,37023,1008539,Burke County,179.2786024
NC,37025,1008540,Cabarrus County,492.0842905
NC,37027,1008541,Caldwell County,176.0707939
NC,37029,1026335,Camden County,41.48722127
NC,37031,1026337,Carteret County,131.2965308
NC,37033,1008542,Caswell County,55.81965631
NC,37035,1008543,Catawba County,387.1328573
NC,37037,1008544,Chatham County,93.09058393
NC,37039,1008545,Cherokee County,60.2600642
NC,37041,1025822,Chowan County,85.7699466
NC,37043,1008546,Clay County,49.29895553
NC,37045,1008547,Cleveland County,211.2602638
NC,37047,1026339,Columbus County,61.98488626
NC,37049,1026123,Craven County,145.9959546
NC,37051,1026124,Cumberland County,489.6882641
NC,37053,1026125,Currituck County,89.92484304
NC,37055,1026133,Dare County,88.4669553
NC,37057,1008548,Davidson County,294.7084634
NC,37059,1008549,Davie County,156.1500161
NC,37061,1026132,Duplin County,71.67806679
NC,37063,1008550,Durham County,935.7006731
NC,37065,1008551,Edgecombe County,111.9096997
NC,37067,1008552,Forsyth County,859.1736331
NC,37069,1008553,Franklin County,123.2890364
NC,37071,1008554,Gaston County,578.8493569
NC,37073,1026126,Gates County,35.82663866
NC,37075,1008555,Graham County,30.33768261
NC,37077,1008556,Granville County,112.7151645
NC,37079,1008557,Greene County,80.33001414
NC,37081,1008558,Guilford County,756.3930222
NC,37083,1008559,Halifax County,75.53108332
NC,37085,1008560,Harnett County,192.7403456
NC,37087,1008561,Haywood County,106.6224544
NC,37089,1008562,Henderson County,286.1140596
NC,37091,1026127,Hertford County,69.87197643
NC,37093,1008563,Hoke County,120.1605143
NC,37095,1008564,Hyde County,9.482617921
NC,37097,1008565,Iredell County,277.845645
NC,37099,1008566,Jackson County,82.05927601
NC,37101,1026327,Johnston County,213.4186951
NC,37103,1026338,Jones County,21.56963553
NC,37105,1008567,Lee County,226.9619821
NC,37107,1008568,Lenoir County,148.5180646
NC,37109,1008569,Lincoln County,262.6888816
NC,37111,1025836,McDowell County,102.1225216
NC,37113,1025833,Macon County,65.79667079
NC,37115,1025834,Madison County,46.18635585
NC,37117,1026328,Martin County,53.13117253
NC,37119,1008570,Mecklenburg County,1755.544611
NC,37121,1008571,Mitchell County,70.357909
NC,37123,1008572,Montgomery County,56.52757443
NC,37125,1008573,Moore County,126.4568105
NC,37127,1008574,Nash County,177.3478138
NC,37129,1026329,New Hanover County,1058.12545
NC,37131,1008575,Northampton County,41.18422107
