geoid,county_name,median_income_dollars,mean_income_dollars
26155,"Shiawassee County, Michigan",47552,57902
26157,"Tuscola County, Michigan",43315,52263
26159,"Van Buren County, Michigan",44428,56181
26161,"Washtenaw County, Michigan",59737,80560
26163,"Wayne County, Michigan",41886,57673
26165,"Wexford County, Michigan",42209,52310
27001,"Aitkin County, Minnesota",41301,52927
27003,"Anoka County, Minnesota",69139,80327
27005,"Becker County, Minnesota",47959,60705
27007,"Beltrami County, Minnesota",43989,56389
27009,"Benton County, Minnesota",51159,59423
27011,"Big Stone County, Minnesota",44438,54762
27013,"Blue Earth County, Minnesota",48911,61081
27015,"Brown County, Minnesota",48149,61416
27017,"Carlton County, Minnesota",53553,62160
27019,"Carver County, Minnesota",82710,101564
27021,"Cass County, Minnesota",43042,56375
27023,"Chippewa County, Minnesota",44712,55474
27025,"Chisago County, Minnesota",67075,75557
27027,"Clay County, Minnesota",52108,61663
27029,"Clearwater County, Minnesota",39143,50713
27031,"Cook County, Minnesota",49496,62039
27033,"Cottonwood County, Minnesota",43111,52730
27035,"Crow Wing County, Minnesota",45853,59583
27037,"Dakota County, Minnesota",73723,90076
27039,"Dodge County, Minnesota",66216,74476
27041,"Douglas County, Minnesota",48436,59244
27043,"Faribault County, Minnesota",43214,52635
27045,"Fillmore County, Minnesota",47940,58878
27047,"Freeborn County, Minnesota",43447,56634
27049,"Goodhue County, Minnesota",56099,67483
27051,"Grant County, Minnesota",43777,55070
27053,"Hennepin County, Minnesota",62966,87715
27055,"Houston County, Minnesota",53017,62932
27057,"Hubbard County, Minnesota",45733,56822
27059,"Isanti County, Minnesota",58721,68158
27061,"Itasca County, Minnesota",47106,57366
27063,"Jackson County, Minnesota",47455,59590
27065,"Kanabec County, Minnesota",46863,53909
27067,"Kandiyohi County, Minnesota",49915,66399
27069,"Kittson County, Minnesota",50049,59238
27071,"Koochiching County, Minnesota",41135,53405
27073,"Lac qui Parle County, Minnesota",48269,59347
27075,"Lake County, Minnesota",47450,56770
27077,"Lake of the Woods County, Minnesota",43523,58416
27079,"Le Sueur County, Minnesota",58074,66309
27081,"Lincoln County, Minnesota",46270,57343
27083,"Lyon County, Minnesota",47254,58821
27085,"McLeod County, Minnesota",57323,68136
27087,"Mahnomen County, Minnesota",39385,49284
27089,"Marshall County, Minnesota",49636,60110
27091,"Martin County, Minnesota",44791,57765
27093,"Meeker County, Minnesota",51929,61577
27095,"Mille Lacs County, Minnesota",46100,54634
27097,"Morrison County, Minnesota",46054,56435
27099,"Mower County, Minnesota",45596,57679
27101,"Murray County, Minnesota",47833,57001
27103,"Nicollet County, Minnesota",59877,67838
27105,"Nobles County, Minnesota",45552,56576
27107,"Norman County, Minnesota",43333,54499
27109,"Olmsted County, Minnesota",66202,84530
27111,"Otter Tail County, Minnesota",45494,57722
27113,"Pennington County, Minnesota",45007,53735
27115,"Pine County, Minnesota",44463,53725
27117,"Pipestone County, Minnesota",42217,55082
27119,"Polk County, Minnesota",49257,59571
27121,"Pope County, Minnesota",49599,63179
27123,"Ramsey County, Minnesota",52713,71621
27125,"Red Lake County, Minnesota",47719,52646
27127,"Redwood County, Minnesota",45177,58269
27129,"Renville County, Minnesota",48442,57611
27131,"Rice County, Minnesota",59533,69519
27133,"Rock County, Minnesota",44510,54802
27135,"Roseau County, Minnesota",48612,58549
27137,"St. Louis County, Minnesota",45399,58650
27139,"Scott County, Minnesota",83415,98514
27141,"Sherburne County, Minnesota",71819,79508
27143,"Sibley County, Minnesota",52482,61072
27145,"Stearns County, Minnesota",53035,65652
27147,"Steele County, Minnesota",57290,66636
27149,"Stevens County, Minnesota",47712,64824
27151,"Swift County, Minnesota",43846,53794
27153,"Todd County, Minnesota",44202,53124
27155,"Traverse County, Minnesota",44773,57500
27157,"Wabasha County, Minnesota",52346,65950
27159,"Wadena County, Minnesota",35307,45361
27161,"Waseca County, Minnesota",52357,61095
27163,"Washington County, Minnesota",79571,98170
27165,"Watonwan County, Minnesota",49307,58890
27167,"Wilkin County, Minnesota",51957,61174
27169,"Winona County, Minnesota",44848,57062
27171,"Wright County, Minnesota",69674,80113
27173,"Yellow Medicine County, Minnesota",50740,58004
28001,"Adams County, Mississippi",26784,41777
28003,"Alcorn County, Mississippi",32221,45092
28005,"Amite County, Mississippi",31402,42155
28007,"Attala County, Mississippi",29805,44883
28009,"Benton County, Mississippi",28666,42673
28011,"Bolivar County, Mississippi",27173,42756
28013,"Calhoun County, Mississippi",29893,39349
28015,"Carroll County, Mississippi",28793,41115
28017,"Chickasaw County, Mississippi",30395,40233
28019,"Choctaw County, Mississippi",29832,39912
28021,"Claiborne County, Mississippi",21924,33048
28023,"Clarke County, Mississippi",31059,45117
28025,"Clay County, Mississippi",32919,46700
28027,"Coahoma County, Mississippi",26050,43090
28029,"Copiah County, Mississippi",38154,48123
28031,"Covington County, Mississippi",31127,44085
28033,"DeSoto County, Mississippi",59734,69100
28035,"Forrest County, Mississippi",35805,51123
28037,"Franklin County, Mississippi",33250,56693
28039,"George County, Mississippi",45365,55444
28041,"Greene County, Mississippi",40404,46661
28043,"Grenada County, Mississippi",33123,48251
28045,"Hancock County, Mississippi",42591,56951
28047,"Harrison County, Mississippi",44550,59175
28049,"Hinds County, Mississippi",39290,55527
28051,"Holmes County, Mississippi",22259,32134
28053,"Humphreys County, Mississippi",25730,36927
28055,"Issaquena County, Mississippi",22396,32056
28057,"Itawamba County, Mississippi",37769,47396
28059,"Jackson County, Mississippi",49620,62769
28061,"Jasper County, Mississippi",28914,44562
28063,"Jefferson County, Mississippi",20375,35650
28065,"Jefferson Davis County, Mississippi",25842,36165
28067,"Jones County, Mississippi",37643,51515
28069,"Kemper County, Mississippi",25584,36407
28071,"Lafayette County, Mississippi",41166,60477
28073,"Lamar County, Mississippi",50075,69052
28075,"Lauderdale County, Mississippi",35420,53459
28077,"Lawrence County, Mississippi",37000,49679
28079,"Leake County, Mississippi",32537,44672
28081,"Lee County, Mississippi",41150,57122
28083,"Leflore County, Mississippi",22353,35459
28085,"Lincoln County, Mississippi",38438,54217
28087,"Lowndes County, Mississippi",37626,54044
28089,"Madison County, Mississippi",59730,84670
28091,"Marion County, Mississippi",32117,47349
28093,"Marshall County, Mississippi",33279,48457
28095,"Monroe County, Mississippi",35102,46456
28097,"Montgomery County, Mississippi",33087,41256
28099,"Neshoba County, Mississippi",36128,47641
28101,"Newton County, Mississippi",37386,46738
28103,"Noxubee County, Mississippi",21798,33215
28105,"Oktibbeha County, Mississippi",29013,47094
28107,"Panola County, Mississippi",34592,44413
28109,"Pearl River County, Mississippi",42971,53687
28111,"Perry County, Mississippi",39070,45820
28113,"Pike County, Mississippi",32751,47745
28115,"Pontotoc County, Mississippi",38574,47704
28117,"Prentiss County, Mississippi",32518,43534
28119,"Quitman County, Mississippi",24545,34070
28121,"Rankin County, Mississippi",56159,70886
28123,"Scott County, Mississippi",36999,49202
28125,"Sharkey County, Mississippi",29451,38017
28127,"Simpson County, Mississippi",36606,47637
28129,"Smith County, Mississippi",36795,51084
28131,"Stone County, Mississippi",43731,65549
28133,"Sunflower County, Mississippi",27042,40133
28135,"Tallahatchie County, Mississippi",27092,36312
28137,"Tate County, Mississippi",41839,55065
28139,"Tippah County, Mississippi",35769,46423
28141,"Tishomingo County, Mississippi",30734,44553
28143,"Tunica County, Mississippi",30470,39130
28145,"Union County, Mississippi",36661,49040
28147,"Walthall County, Mississippi",34045,45105
28149,"Warren County, Mississippi",40469,55170
28151,"Washington County, Mississippi",28591,44706
28153,"Wayne County, Mississippi",31388,45195
28155,"Webster County, Mississippi",36392,46335
28157,"Wilkinson County, Mississippi",33732,50350
28159,"Winston County, Mississippi",33007,44956
28161,"Yalobusha County, Mississippi",33076,44621
28163,"Yazoo County, Mississippi",27979,42727
29001,"Adair County, Missouri",33157,46154
29003,"Andrew County, Missouri",54148,64636
29005,"Atchison County, Missouri",44330,54913
29007,"Audrain County, Missouri",41567,51208
29009,"Barry County, Missouri",38321,49108
29011,"Barton County, Missouri",39144,47441
29013,"Bates County, Missouri",38966,49420
29015,"Benton County, Missouri",34512,46571
29017,"Bollinger County, Missouri",36119,47132
29019,"Boone County, Missouri",47123,64508
29021,"Buchanan County, Missouri",43386,56832
29023,"Butler County, Missouri",34080,45905
29025,"Caldwell County, Missouri",40522,50499
29027,"Callaway County, Missouri",50669,60563
29029,"Camden County, Missouri",44961,57894
29031,"Cape Girardeau County, Missouri",45795,58591
29033,"Carroll County, Missouri",44015,61333
29035,"Carter County, Missouri",26689,37750
29037,"Cass County, Missouri",60807,72075
29039,"Cedar County, Missouri",31353,37700
29041,"Chariton County, Missouri",40958,49183
29043,"Christian County, Missouri",51961,63974
29045,"Clark County, Missouri",40333,48113
29047,"Clay County, Missouri",60507,73203
29049,"Clinton County, Missouri",51439,62197
29051,"Cole County, Missouri",55580,66583
29053,"Cooper County, Missouri",45869,56200
29055,"Crawford County, Missouri",35947,43332
29057,"Dade County, Missouri",32248,42485
29059,"Dallas County, Missouri",39132,48100
29061,"Daviess County, Missouri",41133,51447
29063,"DeKalb County, Missouri",45252,53923
29065,"Dent County, Missouri",36715,46556
29067,"Douglas County, Missouri",32300,39927
29069,"Dunklin County, Missouri",30806,42294
29071,"Franklin County, Missouri",50098,62001
29073,"Gasconade County, Missouri",40788,51736
29075,"Gentry County, Missouri",36307,47589
29077,"Greene County, Missouri",41622,56549
29079,"Grundy County, Missouri",36590,45331
29081,"Harrison County, Missouri",35915,45617
29083,"Henry County, Missouri",36944,52005
29085,"Hickory County, Missouri",28850,36654
29087,"Holt County, Missouri",41737,52844
29089,"Howard County, Missouri",46991,59584
29091,"Howell County, Missouri",35625,45323
29093,"Iron County, Missouri",32029,43122
29095,"Jackson County, Missouri",46874,61843
29097,"Jasper County, Missouri",39522,52524
29099,"Jefferson County, Missouri",56400,65990
29101,"Johnson County, Missouri",47268,56347
29103,"Knox County, Missouri",34596,50255
29105,"Laclede County, Missouri",39697,51582
29107,"Lafayette County, Missouri",50000,58963
29109,"Lawrence County, Missouri",39829,48420
29111,"Lewis County, Missouri",40579,50778
29113,"Lincoln County, Missouri",53726,60972
29115,"Linn County, Missouri",38211,51231
29117,"Livingston County, Missouri",42260,51001
29119,"McDonald County, Missouri",37701,47267
29121,"Macon County, Missouri",37889,46660
29123,"Madison County, Missouri",35141,43476
29125,"Maries County, Missouri",42018,48834
29127,"Marion County, Missouri",40915,54966
29129,"Mercer County, Missouri",34440,45539
29131,"Miller County, Missouri",36411,46165
29133,"Mississippi County, Missouri",28474,37699
29135,"Moniteau County, Missouri",50887,55133
29137,"Monroe County, Missouri",39495,48448
29139,"Montgomery County, Missouri",40175,49824
29141,"Morgan County, Missouri",36928,44967
29143,"New Madrid County, Missouri",34772,49208
29145,"Newton County, Missouri",41873,57259
29147,"Nodaway County, Missouri",38680,49241
29149,"Oregon County, Missouri",27885,36495
29151,"Osage County, Missouri",47836,57352
29153,"Ozark County, Missouri",31992,41365
29155,"Pemiscot County, Missouri",28798,41248
29157,"Perry County, Missouri",44383,54966
29159,"Pettis County, Missouri",38669,50029
29161,"Phelps County, Missouri",40675,52561
29163,"Pike County, Missouri",42276,51715
29165,"Platte County, Missouri",66487,85323
29167,"Polk County, Missouri",38423,48894
29169,"Pulaski County, Missouri",46919,54537
29171,"Putnam County, Missouri",34556,46968
29173,"Ralls County, Missouri",47286,56095
29175,"Randolph County, Missouri",36484,46083
29177,"Ray County, Missouri",54670,66774
29179,"Reynolds County, Missouri",33382,41831
29181,"Ripley County, Missouri",30198,37151
29183,"St. Charles County, Missouri",71458,83517
29185,"St. Clair County, Missouri",32553,40511
29186,"Ste. Genevieve County, Missouri",48110,57674
29187,"St. Francois County, Missouri",37630,49795
29189,"St. Louis County, Missouri",58630,83700
29195,"Saline County, Missouri",39727,48467
29197,"Schuyler County, Missouri",32862,41058
29199,"Scotland County, Missouri",36863,47411
29201,"Scott County, Missouri",39113,50251
29203,"Shannon County, Missouri",31748,39699
29205,"Shelby County, Missouri",35124,42481
29207,"Stoddard County, Missouri",34839,51752
29209,"Stone County, Missouri",41069,50241
29211,"Sullivan County, Missouri",33193,41572
29213,"Taney County, Missouri",40120,55518
29215,"Texas County, Missouri",33128,44589
29217,"Vernon County, Missouri",37312,45686
29219,"Warren County, Missouri",50182,66171
29221,"Washington County, Missouri",35148,44532
29223,"Wayne County, Missouri",29331,41259
29225,"Webster County, Missouri",41764,50490
29227,"Worth County, Missouri",39671,43308
29229,"Wright County, Missouri",29212,39084
29510,"St. Louis city, Missouri",34402,48696
30001,"Beaverhead County, Montana",41226,51933
30003,"Big Horn County, Montana",37277,47842
30005,"Blaine County, Montana",38721,46805
30007,"Broadwater County, Montana",44570,52461
30009,"Carbon County, Montana",46194,58481
30011,"Carter County, Montana",35121,45951
30013,"Cascade County, Montana",44074,55743
30015,"Chouteau County, Montana",40825,52841
30017,"Custer County, Montana",41373,51425
30019,"Daniels County, Montana",37578,53539
30021,"Dawson County, Montana",51761,60892
30023,"Deer Lodge County, Montana",34095,46677
30025,"Fallon County, Montana",49573,60887
30027,"Fergus County, Montana",37601,54131
30029,"Flathead County, Montana",45588,61025
30031,"Gallatin County, Montana",51391,67440
30033,"Garfield County, Montana",37500,50291
30035,"Glacier County, Montana",40109,53443
30037,"Golden Valley County, Montana",36250,47290
30039,"Granite County, Montana",38179,53132
30041,"Hill County, Montana",46724,55586
30043,"Jefferson County, Montana",59284,71920
30045,"Judith Basin County, Montana",40046,52362
30047,"Lake County, Montana",38268,48378
30049,"Lewis and Clark County, Montana",53053,63021
30051,"Liberty County, Montana",42674,55302
30053,"Lincoln County, Montana",32012,45044
30055,"McCone County, Montana",50774,60147
30057,"Madison County, Montana",45242,72052
30059,"Meagher County, Montana",33846,46440
30061,"Mineral County, Montana",36261,44505
30063,"Missoula County, Montana",43895,59992
30065,"Musselshell County, Montana",38669,48097
30067,"Park County, Montana",41232,55090
30069,"Petroleum County, Montana",38162,45577
30071,"Phillips County, Montana",38958,55130
30073,"Pondera County, Montana",38852,53987
30075,"Powder River County, Montana",39091,56497
30077,"Powell County, Montana",41347,48521
30079,"Prairie County, Montana",34440,44731
30081,"Ravalli County, Montana",43512,58518
30083,"Richland County, Montana",57413,70467
30085,"Roosevelt County, Montana",37807,49199
30087,"Rosebud County, Montana",44449,56555
30089,"Sanders County, Montana",30368,40515
30091,"Sheridan County, Montana",42148,56957
30093,"Silver Bow County, Montana",40030,49772
30095,"Stillwater County, Montana",56652,66093
30097,"Sweet Grass County, Montana",41913,51575
30099,"Teton County, Montana",40811,53184
30101,"Toole County, Montana",44688,55485
30103,"Treasure County, Montana",38571,55243
30105,"Valley County, Montana",44641,54338
30107,"Wheatland County, Montana",32331,44069
30109,"Wibaux County, Montana",43417,56533
30111,"Yellowstone County, Montana",50185,65266
31001,"Adams County, Nebraska",47469,60953
31003,"Antelope County, Nebraska",40474,51751
31005,"Arthur County, Nebraska",43194,49251
31007,"Banner County, Nebraska",27167,47400
31009,"Blaine County, Nebraska",39688,43662
31011,"Boone County, Nebraska",41691,55912
31013,"Box Butte County, Nebraska",44118,56717
31015,"Boyd County, Nebraska",37375,46852
31017,"Brown County, Nebraska",29856,39729
31019,"Buffalo County, Nebraska",49851,61699
31021,"Burt County, Nebraska",45813,58735
31023,"Butler County, Nebraska",48804,62962
31025,"Cass County, Nebraska",63608,73842
31027,"Cedar County, Nebraska",42857,56940
31029,"Chase County, Nebraska",40465,55758
31031,"Cherry County, Nebraska",41929,51914
31033,"Cheyenne County, Nebraska",50143,62901
31035,"Clay County, Nebraska",45590,55519
31037,"Colfax County, Nebraska",46685,54919
31039,"Cuming County, Nebraska",46847,58870
31041,"Custer County, Nebraska",43657,52123
31043,"Dakota County, Nebraska",43294,54833
31045,"Dawes County, Nebraska",36396,43282
31047,"Dawson County, Nebraska",45038,53797
31049,"Deuel County, Nebraska",37500,51973
31051,"Dixon County, Nebraska",44840,54577
31053,"Dodge County, Nebraska",44744,55083
31055,"Douglas County, Nebraska",52929,72194
31057,"Dundy County, Nebraska",40278,59606
31059,"Fillmore County, Nebraska",44031,53263
31061,"Franklin County, Nebraska",40556,53118
31063,"Frontier County, Nebraska",47552,53277
31065,"Furnas County, Nebraska",38650,48331
31067,"Gage County, Nebraska",45573,54472
31069,"Garden County, Nebraska",35861,45393
31071,"Garfield County, Nebraska",38973,45567
31073,"Gosper County, Nebraska",42875,57710
31075,"Grant County, Nebraska",39531,46609
31077,"Greeley County, Nebraska",42396,51152
31079,"Hall County, Nebraska",47469,59789
31081,"Hamilton County, Nebraska",54980,66216
31083,"Harlan County, Nebraska",45396,52501
31085,"Hayes County, Nebraska",45536,54422
31087,"Hitchcock County, Nebraska",36920,47414
31089,"Holt County, Nebraska",46292,55564
31091,"Hooker County, Nebraska",39125,49754
31093,"Howard County, Nebraska",46358,54444
31095,"Jefferson County, Nebraska",42979,54215
31097,"Johnson County, Nebraska",43643,50732
31099,"Kearney County, Nebraska",54611,66800
31101,"Keith County, Nebraska",42705,58363
31103,"Keya Paha County, Nebraska",38125,46378
31105,"Kimball County, Nebraska",43191,54015
31107,"Knox County, Nebraska",38965,48810
31109,"Lancaster County, Nebraska",51059,65674
31111,"Lincoln County, Nebraska",49521,63340
31113,"Logan County, Nebraska",45625,53571
31115,"Loup County, Nebraska",36250,51669
31117,"McPherson County, Nebraska",57917,58619
31119,"Madison County, Nebraska",45077,57743
31121,"Merrick County, Nebraska",49262,58519
31123,"Morrill County, Nebraska",42075,52650
31125,"Nance County, Nebraska",43399,55605
31127,"Nemaha County, Nebraska",41424,56091
31129,"Nuckolls County, Nebraska",32444,47390
31131,"Otoe County, Nebraska",50000,60428
31133,"Pawnee County, Nebraska",44477,53509
31135,"Perkins County, Nebraska",52266,62078
31137,"Phelps County, Nebraska",44570,59449
31139,"Pierce County, Nebraska",51205,56447
31141,"Platte County, Nebraska",51273,59631
31143,"Polk County, Nebraska",50298,59285
31145,"Red Willow County, Nebraska",42627,52098
31147,"Richardson County, Nebraska",39512,47268
31149,"Rock County, Nebraska",39977,56652
31151,"Saline County, Nebraska",45347,55608
31153,"Sarpy County, Nebraska",69018,79374
31155,"Saunders County, Nebraska",58348,70138
31157,"Scotts Bluff County, Nebraska",40939,52686
31159,"Seward County, Nebraska",59088,71344
31161,"Sheridan County, Nebraska",34588,46017
31163,"Sherman County, Nebraska",41250,50037
31165,"Sioux County, Nebraska",42386,59187
31167,"Stanton County, Nebraska",49236,57362
31169,"Thayer County, Nebraska",43198,49759
31171,"Thomas County, Nebraska",51375,57302
31173,"Thurston County, Nebraska",39568,52019
31175,"Valley County, Nebraska",42897,50202
31177,"Washington County, Nebraska",64737,76974
31179,"Wayne County, Nebraska",46418,54287
31181,"Webster County, Nebraska",38538,49322
31183,"Wheeler County, Nebraska",39653,51966
31185,"York County, Nebraska",48655,63901
32001,"Churchill County, Nevada",52589,63259
32003,"Clark County, Nevada",55961,72626
32005,"Douglas County, Nevada",60383,85454
32007,"Elko County, Nevada",69459,76068
32009,"Esmeralda County, Nevada",29438,55071
32011,"Eureka County, Nevada",61908,72501
32013,"Humboldt County, Nevada",54943,68608
32015,"Lander County, Nevada",69814,78318
32017,"Lincoln County, Nevada",42662,49744
32019,"Lyon County, Nevada",46598,56440
32021,"Mineral County, Nevada",31108,45328
32023,"Nye County, Nevada",39740,53883
32027,"Pershing County, Nevada",56473,62760
32029,"Storey County, Nevada",59386,69579
32031,"Washoe County, Nevada",55813,75985
32033,"White Pine County, Nevada",49812,58858
32510,"Carson City, Nevada",54235,68390
33001,"Belknap County, New Hampshire",56921,71571
33003,"Carroll County, New Hampshire",50555,67266
33005,"Cheshire County, New Hampshire",55241,69322
33007,"Coos County, New Hampshire",41087,52638
33009,"Grafton County, New Hampshire",53000,71765
33011,"Hillsborough County, New Hampshire",70591,86639
33013,"Merrimack County, New Hampshire",65722,79649
33015,"Rockingham County, New Hampshire",77470,95164
33017,"Strafford County, New Hampshire",59082,75961
33019,"Sullivan County, New Hampshire",51678,64391
34001,"Atlantic County, New Jersey",55222,72025
34003,"Bergen County, New Jersey",83443,114335
34005,"Burlington County, New Jersey",77798,95846
34007,"Camden County, New Jersey",61824,79226
34009,"Cape May County, New Jersey",55315,75530
34011,"Cumberland County, New Jersey",52004,65225
34013,"Essex County, New Jersey",55876,86994
34015,"Gloucester County, New Jersey",74830,87581
34017,"Hudson County, New Jersey",57660,80984
34019,"Hunterdon County, New Jersey",103879,132651
34021,"Mercer County, New Jersey",73883,100886
34023,"Middlesex County, New Jersey",78622,95853
34025,"Monmouth County, New Jersey",83842,112319
34027,"Morris County, New Jersey",98148,129960
34029,"Ocean County, New Jersey",60712,77025
34031,"Passaic County, New Jersey",56299,76551
34033,"Salem County, New Jersey",57174,71395
34035,"Somerset County, New Jersey",98842,132500
34037,"Sussex County, New Jersey",84860,99585
34039,"Union County, New Jersey",68688,96842
34041,"Warren County, New Jersey",72615,86927
35001,"Bernalillo County, New Mexico",48231,65263
35003,"Catron County, New Mexico",37857,43922
35005,"Chaves County, New Mexico",37293,49722
35006,"Cibola County, New Mexico",36020,43342
35007,"Colfax County, New Mexico",38012,48801
35009,"Curry County, New Mexico",40397,52884
35011,"De Baca County, New Mexico",33714,48044
35013,"Doña Ana County, New Mexico",37223,52398
35015,"Eddy County, New Mexico",47725,68516
35017,"Grant County, New Mexico",36925,50153
35019,"Guadalupe County, New Mexico",26152,37249
35021,"Harding County, New Mexico",30208,41539
35023,"Hidalgo County, New Mexico",35532,48095
35025,"Lea County, New Mexico",46781,60404
35027,"Lincoln County, New Mexico",44557,57246
35028,"Los Alamos County, New Mexico",104914,118731
35029,"Luna County, New Mexico",30921,41476
35031,"McKinley County, New Mexico",31947,45215
35033,"Mora County, New Mexico",39792,52845
35035,"Otero County, New Mexico",38588,50918
35037,"Quay County, New Mexico",29772,42170
35039,"Rio Arriba County, New Mexico",40232,51042
35041,"Roosevelt County, New Mexico",35841,48526
35043,"Sandoval County, New Mexico",57651,73123
35045,"San Juan County, New Mexico",49024,62868
35047,"San Miguel County, New Mexico",32332,45328
35049,"Santa Fe County, New Mexico",53698,75815
35051,"Sierra County, New Mexico",28373,37217
35053,"Socorro County, New Mexico",34148,50754
35055,"Taos County, New Mexico",36205,51658
35057,"Torrance County, New Mexico",32435,44855
35059,"Union County, New Mexico",42230,52584
35061,"Valencia County, New Mexico",41388,53942
36001,"Albany County, New York",57715,75821
36003,"Allegany County, New York",41900,51838
36005,"Bronx County, New York",34744,48609
36007,"Broome County, New York",45619,60123
36009,"Cattaraugus County, New York",42754,52267
36011,"Cayuga County, New York",50140,60133
36013,"Chautauqua County, New York",41432,51360
36015,"Chemung County, New York",46589,60022
36017,"Chenango County, New York",44662,56738
36019,"Clinton County, New York",49260,60512
36021,"Columbia County, New York",56185,78210
36023,"Cortland County, New York",45956,57878
36025,"Delaware County, New York",43554,54195
36027,"Dutchess County, New York",71125,87441
36029,"Erie County, New York",48805,64959
36031,"Essex County, New York",46629,60171
36033,"Franklin County, New York",43673,55311
36035,"Fulton County, New York",45289,56578
36037,"Genesee County, New York",50861,61933
36039,"Greene County, New York",47033,59327
36041,"Hamilton County, New York",51142,63732
36043,"Herkimer County, New York",42680,53916
36045,"Jefferson County, New York",45559,56361
36047,"Kings County, New York",44593,64845
36049,"Lewis County, New York",44281,53980
36051,"Livingston County, New York",53231,62449
36053,"Madison County, New York",53473,65444
36055,"Monroe County, New York",52260,68500
36057,"Montgomery County, New York",43254,55910
36059,"Nassau County, New York",95823,124742
36061,"New York County, New York",67204,127411
36063,"Niagara County, New York",46599,59779
36065,"Oneida County, New York",48382,61538
36067,"Onondaga County, New York",52636,68807
36069,"Ontario County, New York",57069,72150
36071,"Orange County, New York",70294,86272
36073,"Orleans County, New York",47788,56732
36075,"Oswego County, New York",47036,58097
36077,"Otsego County, New York",45334,57862
36079,"Putnam County, New York",92711,111990
36081,"Queens County, New York",56406,72324
36083,"Rensselaer County, New York",56271,70088
36085,"Richmond County, New York",72752,88221
36087,"Rockland County, New York",84661,107873
36089,"St. Lawrence County, New York",43390,54104
36091,"Saratoga County, New York",67186,82308
36093,"Schenectady County, New York",55587,69316
36095,"Schoharie County, New York",50795,62290
36097,"Schuyler County, New York",47804,55831
36099,"Seneca County, New York",47266,57137
36101,"Steuben County, New York",44967,57757
36103,"Suffolk County, New York",87187,107305
36105,"Sullivan County, New York",48303,61937
36107,"Tioga County, New York",53789,64292
36109,"Tompkins County, New York",49789,67553
36111,"Ulster County, New York",58808,75569
36113,"Warren County, New York",53877,67353
36115,"Washington County, New York",50117,59259
36117,"Wayne County, New York",54380,63361
36119,"Westchester County, New York",80725,130005
36121,"Wyoming County, New York",51312,58742
36123,"Yates County, New York",48125,62739
37001,"Alamance County, North Carolina",44430,57584
37003,"Alexander County, North Carolina",40658,52064
37005,"Alleghany County, North Carolina",32478,42770
37007,"Anson County, North Carolina",34659,46455
37009,"Ashe County, North Carolina",36498,47715
37011,"Avery County, North Carolina",37985,59068
37013,"Beaufort County, North Carolina",40986,54710
37015,"Bertie County, North Carolina",29326,44309
37017,"Bladen County, North Carolina",30273,43397
37019,"Brunswick County, North Carolina",45132,59721
37021,"Buncombe County, North Carolina",44321,60811
37023,"Burke County, North Carolina",37440,48819
37025,"Cabarrus County, North Carolina",54280,69087
37027,"Caldwell County, North Carolina",37845,49940
37029,"Camden County, North Carolina",63998,70644
37031,"Carteret County, North Carolina",47403,62630
37033,"Caswell County, North Carolina",37926,45078
37035,"Catawba County, North Carolina",43733,59289
37037,"Chatham County, North Carolina",56935,77192
37039,"Cherokee County, North Carolina",38621,48078
37041,"Chowan County, North Carolina",34565,47127
37043,"Clay County, North Carolina",36711,47595
37045,"Cleveland County, North Carolina",38352,49294
37047,"Columbus County, North Carolina",34938,47812
37049,"Craven County, North Carolina",46251,60295
37051,"Cumberland County, North Carolina",44861,58098
37053,"Currituck County, North Carolina",57588,67816
37055,"Dare County, North Carolina",54750,71826
37057,"Davidson County, North Carolina",44728,55729
37059,"Davie County, North Carolina",50562,66920
37061,"Duplin County, North Carolina",34264,45000
37063,"Durham County, North Carolina",50078,67868
37065,"Edgecombe County, North Carolina",34198,45010
37067,"Forsyth County, North Carolina",46417,65154
37069,"Franklin County, North Carolina",44598,56001
37071,"Gaston County, North Carolina",43052,57852
37073,"Gates County, North Carolina",45183,56035
37075,"Graham County, North Carolina",32255,44381
37077,"Granville County, North Carolina",49090,59682
37079,"Greene County, North Carolina",41073,50031
37081,"Guilford County, North Carolina",46288,65338
37083,"Halifax County, North Carolina",31370,44366
37085,"Harnett County, North Carolina",42965,53070
37087,"Haywood County, North Carolina",41768,55052
37089,"Henderson County, North Carolina",47371,62836
37091,"Hertford County, North Carolina",31969,44874
37093,"Hoke County, North Carolina",46540,54789
37095,"Hyde County, North Carolina",40753,45424
37097,"Iredell County, North Carolina",51139,69444
37099,"Jackson County, North Carolina",36826,49161
37101,"Johnston County, North Carolina",49888,60693
37103,"Jones County, North Carolina",40687,51364
37105,"Lee County, North Carolina",44836,56449
37107,"Lenoir County, North Carolina",33749,46114
37109,"Lincoln County, North Carolina",50279,65432
37111,"McDowell County, North Carolina",35230,46272
37113,"Macon County, North Carolina",38653,53664
37115,"Madison County, North Carolina",38063,48240
37117,"Martin County, North Carolina",36345,45845
37119,"Mecklenburg County, North Carolina",55994,80972
37121,"Mitchell County, North Carolina",36165,44555
37123,"Montgomery County, North Carolina",32946,48679
37125,"Moore County, North Carolina",48348,64779
37127,"Nash County, North Carolina",45052,57919
37129,"New Hanover County, North Carolina",48893,69636
37131,"Northampton County, North Carolina",32090,42953
37133,"Onslow County, North Carolina",45457,55501
37135,"Orange County, North Carolina",56055,87038
37137,"Pamlico County, North Carolina",43658,57304
